Date : 2026-04-08 15:01:45
Directory : d:\workshops\eShop
Total : 821 files,  56337 codes, 1671 comments, 6996 blanks, all 65004 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| d:\workshops\eShop\src\Ordering.Infrastructure\Migrations\20230925222426_Initial.Designer.cs                                                        | C#                 |        246 |          2 |         85 |        333 |
| d:\workshops\eShop\src\Ordering.Infrastructure\Migrations\20230925222426_Initial.cs                                                                 | C#                 |        247 |          3 |         32 |        282 |
| d:\workshops\eShop\src\Ordering.Infrastructure\Migrations\20231021004633_FixOrderitemseqSchema.Designer.cs                                          | C#                 |        244 |          2 |         84 |        330 |
| d:\workshops\eShop\src\Ordering.Infrastructure\Migrations\20231021004633_FixOrderitemseqSchema.cs                                                   | C#                 |         58 |          3 |          8 |         69 |
| d:\workshops\eShop\src\Ordering.Infrastructure\Migrations\20231026091055_Outbox.Designer.cs                                                         | C#                 |        266 |          2 |         93 |        361 |
| d:\workshops\eShop\src\Ordering.Infrastructure\Migrations\20231026091055_Outbox.cs                                                                  | C#                 |         35 |          3 |          4 |         42 |
| d:\workshops\eShop\src\Ordering.Infrastructure\Migrations\20240106121712_UseEnumForOrderStatus.Designer.cs                                          | C#                 |        249 |          2 |         86 |        337 |
| d:\workshops\eShop\src\Ordering.Infrastructure\Migrations\20240106121712_UseEnumForOrderStatus.cs                                                   | C#                 |         93 |          5 |         15 |        113 |
| d:\workshops\eShop\src\Ordering.Infrastructure\Migrations\OrderingContextModelSnapshot.cs                                                           | C#                 |        247 |          1 |         86 |        334 |
| d:\workshops\eShop\src\Ordering.Infrastructure\Ordering.Infrastructure.csproj                                                                       | XML                |         13 |          0 |          5 |         18 |
| d:\workshops\eShop\src\Ordering.Infrastructure\OrderingContext.cs                                                                                   | C#                 |         82 |         13 |         21 |        116 |
| d:\workshops\eShop\src\Ordering.Infrastructure\Repositories\BuyerRepository.cs                                                                      | C#                 |         43 |          0 |         10 |         53 |
| d:\workshops\eShop\src\Ordering.Infrastructure\Repositories\OrderRepository.cs                                                                      | C#                 |         29 |          0 |         10 |         39 |
| d:\workshops\eShop\src\PaymentProcessor\GlobalUsings.cs                                                                                             | C#                 |          7 |          0 |          1 |          8 |
| d:\workshops\eShop\src\PaymentProcessor\IntegrationEvents\EventHandling\OrderStatusChangedToStockConfirmedIntegrationEventHandler.cs                | C#                 |         23 |          5 |          7 |         35 |
| d:\workshops\eShop\src\PaymentProcessor\IntegrationEvents\Events\OrderPaymentFailedIntegrationEvent.cs                                              | C#                 |          2 |          0 |          2 |          4 |
| d:\workshops\eShop\src\PaymentProcessor\IntegrationEvents\Events\OrderPaymentSucceededIntegrationEvent.cs                                           | C#                 |          2 |          0 |          2 |          4 |
| d:\workshops\eShop\src\PaymentProcessor\IntegrationEvents\Events\OrderStatusChangedToStockConfirmedIntegrationEvent.cs                              | C#                 |          2 |          0 |          2 |          4 |
| d:\workshops\eShop\src\PaymentProcessor\PaymentOptions.cs                                                                                           | C#                 |          5 |          0 |          3 |          8 |
| d:\workshops\eShop\src\PaymentProcessor\PaymentProcessor.csproj                                                                                     | XML                |          9 |          0 |          4 |         13 |
| d:\workshops\eShop\src\PaymentProcessor\Program.cs                                                                                                  | C#                 |          9 |          0 |          7 |         16 |
| d:\workshops\eShop\src\PaymentProcessor\Properties\launchSettings.json                                                                              | JSON               |         12 |          0 |          0 |         12 |
| d:\workshops\eShop\src\PaymentProcessor\appsettings.Development.json                                                                                | JSON               |         12 |          0 |          1 |         13 |
| d:\workshops\eShop\src\PaymentProcessor\appsettings.json                                                                                            | JSON               |         17 |          0 |          0 |         17 |
| d:\workshops\eShop\src\Shared\ActivityExtensions.cs                                                                                                 | C#                 |         15 |          1 |          3 |         19 |
| d:\workshops\eShop\src\Shared\MigrateDbContextExtensions.cs                                                                                         | C#                 |         74 |          1 |         19 |         94 |
| d:\workshops\eShop\src\WebAppComponents\Catalog\CatalogItem.cs                                                                                      | C#                 |         14 |          0 |          3 |         17 |
| d:\workshops\eShop\src\WebAppComponents\Catalog\CatalogListItem.razor                                                                               | ASP.NET Razor      |         19 |          0 |          4 |         23 |
| d:\workshops\eShop\src\WebAppComponents\Catalog\CatalogListItem.razor.css                                                                           | PostCSS            |         54 |          0 |          9 |         63 |
| d:\workshops\eShop\src\WebAppComponents\Catalog\CatalogSearch.razor                                                                                 | ASP.NET Razor      |         69 |          0 |          7 |         76 |
| d:\workshops\eShop\src\WebAppComponents\Catalog\CatalogSearch.razor.css                                                                             | PostCSS            |         93 |          0 |         15 |        108 |
| d:\workshops\eShop\src\WebAppComponents\Item\ItemHelper.cs                                                                                          | C#                 |          7 |          0 |          3 |         10 |
| d:\workshops\eShop\src\WebAppComponents\Services\CatalogService.cs                                                                                  | C#                 |         56 |          0 |         12 |         68 |
| d:\workshops\eShop\src\WebAppComponents\Services\ICatalogService.cs                                                                                 | C#                 |         15 |          0 |          2 |         17 |
| d:\workshops\eShop\src\WebAppComponents\Services\IProductImageUrlProvider.cs                                                                        | C#                 |          8 |          0 |          4 |         12 |
| d:\workshops\eShop\src\WebAppComponents\WebAppComponents.csproj                                                                                     | XML                |         14 |          0 |          6 |         20 |
| d:\workshops\eShop\src\WebAppComponents\_Imports.razor                                                                                              | ASP.NET Razor      |          2 |          0 |          1 |          3 |
| d:\workshops\eShop\src\WebApp\Components\App.razor                                                                                                  | ASP.NET Razor      |         17 |          0 |          4 |         21 |
| d:\workshops\eShop\src\WebApp\Components\Chatbot\ChatState.cs                                                                                       | C#                 |        158 |          2 |         19 |        179 |
| d:\workshops\eShop\src\WebApp\Components\Chatbot\Chatbot.razor                                                                                      | ASP.NET Razor      |         82 |          0 |         11 |         93 |
| d:\workshops\eShop\src\WebApp\Components\Chatbot\Chatbot.razor.css                                                                                  | PostCSS            |        124 |          0 |         15 |        139 |
| d:\workshops\eShop\src\WebApp\Components\Chatbot\Chatbot.razor.js                                                                                   | JavaScript         |         11 |          0 |          2 |         13 |
| d:\workshops\eShop\src\WebApp\Components\Chatbot\MessageProcessor.cs                                                                                | C#                 |         25 |          3 |          8 |         36 |
| d:\workshops\eShop\src\WebApp\Components\Chatbot\ShowChatbotButton.razor                                                                            | ASP.NET Razor      |         10 |          0 |          4 |         14 |
| d:\workshops\eShop\src\WebApp\Components\Chatbot\ShowChatbotButton.razor.css                                                                        | PostCSS            |         28 |          0 |          3 |         31 |
| d:\workshops\eShop\src\WebApp\Components\Layout\CartMenu.razor                                                                                      | ASP.NET Razor      |         44 |          0 |          9 |         53 |
| d:\workshops\eShop\src\WebApp\Components\Layout\CartMenu.razor.css                                                                                  | PostCSS            |         19 |          0 |          1 |         20 |
| d:\workshops\eShop\src\WebApp\Components\Layout\FooterBar.razor                                                                                     | ASP.NET Razor      |          8 |          0 |          0 |          8 |
| d:\workshops\eShop\src\WebApp\Components\Layout\FooterBar.razor.css                                                                                 | PostCSS            |         32 |          0 |          6 |         38 |
| d:\workshops\eShop\src\WebApp\Components\Layout\HeaderBar.razor                                                                                     | ASP.NET Razor      |         29 |          0 |          5 |         34 |
| d:\workshops\eShop\src\WebApp\Components\Layout\HeaderBar.razor.css                                                                                 | PostCSS            |        126 |          0 |         25 |        151 |
| d:\workshops\eShop\src\WebApp\Components\Layout\MainLayout.razor                                                                                    | ASP.NET Razor      |         11 |          0 |          3 |         14 |
| d:\workshops\eShop\src\WebApp\Components\Layout\MainLayout.razor.css                                                                                | PostCSS            |         17 |          0 |          2 |         19 |
| d:\workshops\eShop\src\WebApp\Components\Layout\UserMenu.razor                                                                                      | ASP.NET Razor      |         30 |          0 |          4 |         34 |
| d:\workshops\eShop\src\WebApp\Components\Layout\UserMenu.razor.css                                                                                  | PostCSS            |         32 |          0 |          6 |         38 |
| d:\workshops\eShop\src\WebApp\Components\Pages\Cart\CartPage.razor                                                                                  | ASP.NET Razor      |        104 |          0 |         13 |        117 |
| d:\workshops\eShop\src\WebApp\Components\Pages\Cart\CartPage.razor.css                                                                              | PostCSS            |        142 |          0 |         21 |        163 |
| d:\workshops\eShop\src\WebApp\Components\Pages\Catalog\Catalog.razor                                                                                | ASP.NET Razor      |         51 |          0 |         12 |         63 |
| d:\workshops\eShop\src\WebApp\Components\Pages\Catalog\Catalog.razor.css                                                                            | PostCSS            |        122 |          0 |         19 |        141 |
| d:\workshops\eShop\src\WebApp\Components\Pages\Checkout\Checkout.razor                                                                              | ASP.NET Razor      |        115 |          0 |         16 |        131 |
| d:\workshops\eShop\src\WebApp\Components\Pages\Checkout\Checkout.razor.css                                                                          | PostCSS            |         73 |          0 |         10 |         83 |
| d:\workshops\eShop\src\WebApp\Components\Pages\Item\ItemPage.razor                                                                                  | ASP.NET Razor      |         99 |          0 |         12 |        111 |
| d:\workshops\eShop\src\WebApp\Components\Pages\Item\ItemPage.razor.css                                                                              | PostCSS            |         63 |          0 |         12 |         75 |
| d:\workshops\eShop\src\WebApp\Components\Pages\User\LogIn.razor                                                                                     | ASP.NET Razor      |         18 |          0 |          4 |         22 |
| d:\workshops\eShop\src\WebApp\Components\Pages\User\LogOut.razor                                                                                    | ASP.NET Razor      |          1 |          4 |          1 |          6 |
| d:\workshops\eShop\src\WebApp\Components\Pages\User\Orders.razor                                                                                    | ASP.NET Razor      |         54 |          0 |          5 |         59 |
| d:\workshops\eShop\src\WebApp\Components\Pages\User\Orders.razor.css                                                                                | PostCSS            |         65 |          0 |         11 |         76 |
| d:\workshops\eShop\src\WebApp\Components\Pages\User\OrdersRefreshOnStatusChange.razor                                                               | ASP.NET Razor      |         38 |          0 |          4 |         42 |
| d:\workshops\eShop\src\WebApp\Components\Routes.razor                                                                                               | ASP.NET Razor      |          6 |          0 |          1 |          7 |
| d:\workshops\eShop\src\WebApp\Components\_Imports.razor                                                                                             | ASP.NET Razor      |         15 |          0 |          0 |         15 |
| d:\workshops\eShop\src\WebApp\Extensions\Extensions.cs                                                                                              | C#                 |        103 |          4 |         18 |        125 |
| d:\workshops\eShop\src\WebApp\GlobalUsings.cs                                                                                                       | C#                 |          3 |          0 |          1 |          4 |
| d:\workshops\eShop\src\WebApp\Program.cs                                                                                                            | C#                 |         19 |          2 |         14 |         35 |
| d:\workshops\eShop\src\WebApp\Properties\launchSettings.json                                                                                        | JSON               |         23 |          0 |          1 |         24 |
| d:\workshops\eShop\src\WebApp\Services\BasketCheckoutInfo.cs                                                                                        | C#                 |         22 |          0 |         13 |         35 |
| d:\workshops\eShop\src\WebApp\Services\BasketItem.cs                                                                                                | C#                 |         10 |          0 |          2 |         12 |
| d:\workshops\eShop\src\WebApp\Services\BasketService.cs                                                                                             | C#                 |         40 |          0 |         10 |         50 |
| d:\workshops\eShop\src\WebApp\Services\BasketState.cs                                                                                               | C#                 |        147 |          3 |         23 |        173 |
| d:\workshops\eShop\src\WebApp\Services\IBasketState.cs                                                                                              | C#                 |          9 |          0 |          3 |         12 |
| d:\workshops\eShop\src\WebApp\Services\LogOutService.cs                                                                                             | C#                 |         12 |          0 |          3 |         15 |
| d:\workshops\eShop\src\WebApp\Services\OrderStatus\IntegrationEvents\EventHandling\OrderStatusChangedToAwaitingValidationIntegrationEventHandler.cs | C#                 |         13 |          0 |          3 |         16 |
| d:\workshops\eShop\src\WebApp\Services\OrderStatus\IntegrationEvents\EventHandling\OrderStatusChangedToCancelledIntegrationEventHandler.cs          | C#                 |         13 |          0 |          3 |         16 |
| d:\workshops\eShop\src\WebApp\Services\OrderStatus\IntegrationEvents\EventHandling\OrderStatusChangedToPaidIntegrationEventHandler.cs               | C#                 |         13 |          0 |          3 |         16 |
| d:\workshops\eShop\src\WebApp\Services\OrderStatus\IntegrationEvents\EventHandling\OrderStatusChangedToShippedIntegrationEventHandler.cs            | C#                 |         13 |          0 |          3 |         16 |
| d:\workshops\eShop\src\WebApp\Services\OrderStatus\IntegrationEvents\EventHandling\OrderStatusChangedToStockConfirmedIntegrationEventHandler.cs     | C#                 |         13 |          0 |          3 |         16 |
| d:\workshops\eShop\src\WebApp\Services\OrderStatus\IntegrationEvents\EventHandling\OrderStatusChangedToSubmittedIntegrationEventHandler.cs          | C#                 |         13 |          0 |          3 |         16 |
| d:\workshops\eShop\src\WebApp\Services\OrderStatus\IntegrationEvents\Events\OrderStatusChangedToAwaitingValidationIntegrationEvent.cs               | C#                 |         17 |          0 |          5 |         22 |
| d:\workshops\eShop\src\WebApp\Services\OrderStatus\IntegrationEvents\Events\OrderStatusChangedToCancelledIntegrationEvent.cs                        | C#                 |         17 |          0 |          5 |         22 |
| d:\workshops\eShop\src\WebApp\Services\OrderStatus\IntegrationEvents\Events\OrderStatusChangedToPaidIntegrationEvent.cs                             | C#                 |         17 |          0 |          4 |         21 |
| d:\workshops\eShop\src\WebApp\Services\OrderStatus\IntegrationEvents\Events\OrderStatusChangedToShippedIntegrationEvent.cs                          | C#                 |         17 |          0 |          5 |         22 |
| d:\workshops\eShop\src\WebApp\Services\OrderStatus\IntegrationEvents\Events\OrderStatusChangedToStockConfirmedIntegrationEvent.cs                   | C#                 |         17 |          0 |          4 |         21 |
| d:\workshops\eShop\src\WebApp\Services\OrderStatus\IntegrationEvents\Events\OrderStatusChangedToSubmittedIntegrationEvent.cs                        | C#                 |         17 |          0 |          4 |         21 |
| d:\workshops\eShop\src\WebApp\Services\OrderStatus\OrderStatusNotificationService.cs                                                                | C#                 |         52 |          1 |         10 |         63 |
| d:\workshops\eShop\src\WebApp\Services\OrderingService.cs                                                                                           | C#                 |         21 |          0 |          5 |         26 |
| d:\workshops\eShop\src\WebApp\Services\ProductImageUrlProvider.cs                                                                                   | C#                 |          7 |          0 |          3 |         10 |
| d:\workshops\eShop\src\WebApp\WebApp.csproj                                                                                                         | XML                |         27 |          1 |          7 |         35 |
| d:\workshops\eShop\src\WebApp\appsettings.Development.json                                                                                          | JSON               |          8 |          0 |          1 |          9 |
| d:\workshops\eShop\src\WebApp\appsettings.json                                                                                                      | JSON               |         13 |          0 |          1 |         14 |
| d:\workshops\eShop\src\WebApp\wwwroot\css\app.css                                                                                                   | PostCSS            |        229 |         26 |         36 |        291 |
| d:\workshops\eShop\src\WebApp\wwwroot\css\normalize.css                                                                                             | PostCSS            |        146 |        126 |         72 |        344 |
| d:\workshops\eShop\src\WebApp\wwwroot\icons\arrow-left.svg                                                                                          | XML                |          5 |          0 |          1 |          6 |
| d:\workshops\eShop\src\WebApp\wwwroot\icons\cart.svg                                                                                                | XML                |          7 |          0 |          1 |          8 |
| d:\workshops\eShop\src\WebApp\wwwroot\icons\close.svg                                                                                               | XML                |          6 |          0 |          1 |          7 |
| d:\workshops\eShop\src\WebApp\wwwroot\icons\filters.svg                                                                                             | XML                |          5 |          0 |          1 |          6 |
| d:\workshops\eShop\src\WebApp\wwwroot\icons\trash.svg                                                                                               | XML                |          6 |          0 |          1 |          7 |
| d:\workshops\eShop\src\WebApp\wwwroot\icons\user.svg                                                                                                | XML                |          4 |          0 |          1 |          5 |
| d:\workshops\eShop\src\WebApp\wwwroot\images\logo-footer.svg                                                                                        | XML                |         41 |          1 |          2 |         44 |
| d:\workshops\eShop\src\WebApp\wwwroot\images\logo-header.svg                                                                                        | XML                |         38 |          1 |          2 |         41 |
| d:\workshops\eShop\src\WebhookClient\Components\App.razor                                                                                           | ASP.NET Razor      |         15 |          0 |          4 |         19 |
| d:\workshops\eShop\src\WebhookClient\Components\App.razor.css                                                                                       | PostCSS            |          6 |          0 |          1 |          7 |
| d:\workshops\eShop\src\WebhookClient\Components\Layout\MainLayout.razor                                                                             | ASP.NET Razor      |         13 |          0 |          4 |         17 |
| d:\workshops\eShop\src\WebhookClient\Components\Layout\MainLayout.razor.css                                                                         | PostCSS            |         44 |          0 |          8 |         52 |
| d:\workshops\eShop\src\WebhookClient\Components\Layout\UserMenu.razor                                                                               | ASP.NET Razor      |         22 |          0 |          3 |         25 |
| d:\workshops\eShop\src\WebhookClient\Components\Layout\UserMenu.razor.css                                                                           | PostCSS            |          3 |          0 |          1 |          4 |
| d:\workshops\eShop\src\WebhookClient\Components\Pages\AddWebhook.razor                                                                              | ASP.NET Razor      |         55 |          0 |         11 |         66 |
| d:\workshops\eShop\src\WebhookClient\Components\Pages\Error.razor                                                                                   | ASP.NET Razor      |         29 |          0 |          8 |         37 |
| d:\workshops\eShop\src\WebhookClient\Components\Pages\Home\Home.razor                                                                               | ASP.NET Razor      |         17 |          0 |          6 |         23 |
| d:\workshops\eShop\src\WebhookClient\Components\Pages\Home\Home.razor.css                                                                           | PostCSS            |          6 |          0 |          2 |          8 |
| d:\workshops\eShop\src\WebhookClient\Components\Pages\Home\ReceivedMessages.razor                                                                   | ASP.NET Razor      |         48 |          0 |          7 |         55 |
| d:\workshops\eShop\src\WebhookClient\Components\Pages\Home\RegisteredHooks.razor                                                                    | ASP.NET Razor      |         24 |          0 |          4 |         28 |
| d:\workshops\eShop\src\WebhookClient\Components\Pages\LogIn.razor                                                                                   | ASP.NET Razor      |         12 |          0 |          1 |         13 |
| d:\workshops\eShop\src\WebhookClient\Components\Routes.razor                                                                                        | ASP.NET Razor      |          6 |          0 |          1 |          7 |
| d:\workshops\eShop\src\WebhookClient\Components\_Imports.razor                                                                                      | ASP.NET Razor      |          9 |          0 |          1 |         10 |
| d:\workshops\eShop\src\WebhookClient\Endpoints\AuthenticationEndpoints.cs                                                                           | C#                 |         18 |          0 |          4 |         22 |
| d:\workshops\eShop\src\WebhookClient\Endpoints\WebhookEndpoints.cs                                                                                  | C#                 |         46 |          0 |         12 |         58 |
| d:\workshops\eShop\src\WebhookClient\Extensions\Extensions.cs                                                                                       | C#                 |         52 |          5 |         10 |         67 |
| d:\workshops\eShop\src\WebhookClient\GlobalUsings.cs                                                                                                | C#                 |          5 |          0 |          1 |          6 |
| d:\workshops\eShop\src\WebhookClient\Program.cs                                                                                                     | C#                 |         17 |          2 |         13 |         32 |
| d:\workshops\eShop\src\WebhookClient\Properties\launchSettings.json                                                                                 | JSON               |         38 |          0 |          1 |         39 |
| d:\workshops\eShop\src\WebhookClient\Services\HooksRepository.cs                                                                                    | C#                 |         37 |          2 |         10 |         49 |
| d:\workshops\eShop\src\WebhookClient\Services\WebHookReceived.cs                                                                                    | C#                 |          7 |          0 |          4 |         11 |
| d:\workshops\eShop\src\WebhookClient\Services\WebHooksClient.cs                                                                                     | C#                 |         12 |          0 |          3 |         15 |
| d:\workshops\eShop\src\WebhookClient\Services\WebhookClientOptions.cs                                                                               | C#                 |          7 |          0 |          2 |          9 |
| d:\workshops\eShop\src\WebhookClient\Services\WebhookData.cs                                                                                        | C#                 |          8 |          0 |          5 |         13 |
| d:\workshops\eShop\src\WebhookClient\Services\WebhookResponse.cs                                                                                    | C#                 |          7 |          0 |          2 |          9 |
| d:\workshops\eShop\src\WebhookClient\Services\WebhookSubscriptionRequest.cs                                                                         | C#                 |          8 |          0 |          2 |         10 |
| d:\workshops\eShop\src\WebhookClient\Services\WebhookType.cs                                                                                        | C#                 |          7 |          0 |          2 |          9 |
| d:\workshops\eShop\src\WebhookClient\WebhookClient.csproj                                                                                           | XML                |         14 |          0 |          4 |         18 |
| d:\workshops\eShop\src\WebhookClient\appsettings.Development.json                                                                                   | JSON               |          8 |          0 |          1 |          9 |
| d:\workshops\eShop\src\WebhookClient\appsettings.json                                                                                               | JSON               |         12 |          0 |          1 |         13 |
| d:\workshops\eShop\src\WebhookClient\wwwroot\app.css                                                                                                | PostCSS            |         97 |          0 |         22 |        119 |
| d:\workshops\eShop\src\Webhooks.API\Apis\WebHooksApi.cs                                                                                             | C#                 |         74 |          0 |         13 |         87 |
| d:\workshops\eShop\src\Webhooks.API\Exceptions\WebhooksDomainException.cs                                                                           | C#                 |          4 |          0 |          2 |          6 |
| d:\workshops\eShop\src\Webhooks.API\Extensions\Extensions.cs                                                                                        | C#                 |         20 |          0 |          6 |         26 |
| d:\workshops\eShop\src\Webhooks.API\Extensions\RouteHandlerBuilderExtensions.cs                                                                     | C#                 |         41 |          0 |          9 |         50 |
| d:\workshops\eShop\src\Webhooks.API\GlobalUsings.cs                                                                                                 | C#                 |         12 |          0 |          1 |         13 |
| d:\workshops\eShop\src\Webhooks.API\Infrastructure\WebhooksContext.cs                                                                               | C#                 |         13 |          5 |          3 |         21 |
| d:\workshops\eShop\src\Webhooks.API\IntegrationEvents\OrderStatusChangedToPaidIntegrationEvent.cs                                                   | C#                 |          2 |          0 |          2 |          4 |
| d:\workshops\eShop\src\Webhooks.API\IntegrationEvents\OrderStatusChangedToPaidIntegrationEventHandler.cs                                            | C#                 |         14 |          0 |          5 |         19 |
| d:\workshops\eShop\src\Webhooks.API\IntegrationEvents\OrderStatusChangedToShippedIntegrationEvent.cs                                                | C#                 |          2 |          0 |          2 |          4 |
| d:\workshops\eShop\src\Webhooks.API\IntegrationEvents\OrderStatusChangedToShippedIntegrationEventHandler.cs                                         | C#                 |         14 |          0 |          5 |         19 |
| d:\workshops\eShop\src\Webhooks.API\IntegrationEvents\OrderStockItem.cs                                                                             | C#                 |          2 |          0 |          2 |          4 |
| d:\workshops\eShop\src\Webhooks.API\IntegrationEvents\ProductPriceChangedIntegrationEvent.cs                                                        | C#                 |          2 |          0 |          2 |          4 |
| d:\workshops\eShop\src\Webhooks.API\IntegrationEvents\ProductPriceChangedIntegrationEventHandler.cs                                                 | C#                 |          8 |          0 |          2 |         10 |
| d:\workshops\eShop\src\Webhooks.API\Migrations\20230925222606_Initial.Designer.cs                                                                   | C#                 |         44 |          2 |         13 |         59 |
| d:\workshops\eShop\src\Webhooks.API\Migrations\20230925222606_Initial.cs                                                                            | C#                 |         34 |          3 |          4 |         41 |
| d:\workshops\eShop\src\Webhooks.API\Migrations\WebhooksContextModelSnapshot.cs                                                                      | C#                 |         46 |          1 |         15 |         62 |
| d:\workshops\eShop\src\Webhooks.API\Model\WebhookData.cs                                                                                            | C#                 |         13 |          0 |          5 |         18 |
| d:\workshops\eShop\src\Webhooks.API\Model\WebhookSubscription.cs                                                                                    | C#                 |         12 |          0 |          3 |         15 |
| d:\workshops\eShop\src\Webhooks.API\Model\WebhookSubscriptionRequest.cs                                                                             | C#                 |         24 |          0 |          6 |         30 |
| d:\workshops\eShop\src\Webhooks.API\Model\WebhookType.cs                                                                                            | C#                 |          7 |          0 |          2 |          9 |
| d:\workshops\eShop\src\Webhooks.API\Program.cs                                                                                                      | C#                 |         12 |          0 |          9 |         21 |
| d:\workshops\eShop\src\Webhooks.API\Properties\launchSettings.json                                                                                  | JSON               |         12 |          0 |          0 |         12 |
| d:\workshops\eShop\src\Webhooks.API\Services\GrantUrlTesterService.cs                                                                               | C#                 |         37 |          0 |         10 |         47 |
| d:\workshops\eShop\src\Webhooks.API\Services\IGrantUrlTesterService.cs                                                                              | C#                 |          5 |          0 |          2 |          7 |
| d:\workshops\eShop\src\Webhooks.API\Services\IWebhooksRetriever.cs                                                                                  | C#                 |          5 |          0 |          3 |          8 |
| d:\workshops\eShop\src\Webhooks.API\Services\IWebhooksSender.cs                                                                                     | C#                 |          5 |          0 |          2 |          7 |
| d:\workshops\eShop\src\Webhooks.API\Services\WebhooksRetriever.cs                                                                                   | C#                 |          8 |          0 |          2 |         10 |
| d:\workshops\eShop\src\Webhooks.API\Services\WebhooksSender.cs                                                                                      | C#                 |         29 |          0 |          7 |         36 |
| d:\workshops\eShop\src\Webhooks.API\Webhooks.API.csproj                                                                                             | XML                |         22 |          0 |          6 |         28 |
| d:\workshops\eShop\src\Webhooks.API\appsettings.Development.json                                                                                    | JSON               |         12 |          0 |          1 |         13 |
| d:\workshops\eShop\src\Webhooks.API\appsettings.json                                                                                                | JSON               |         37 |          0 |          1 |         38 |
| d:\workshops\eShop\src\eShop.AppHost\Extensions.cs                                                                                                  | C#                 |        203 |         12 |         37 |        252 |
| d:\workshops\eShop\src\eShop.AppHost\Program.cs                                                                                                     | C#                 |         90 |         10 |         26 |        126 |
| d:\workshops\eShop\src\eShop.AppHost\Properties\launchSettings.json                                                                                 | JSON               |         17 |          0 |          1 |         18 |
| d:\workshops\eShop\src\eShop.AppHost\appsettings.json                                                                                               | JSON               |         11 |          1 |          1 |         13 |
| d:\workshops\eShop\src\eShop.AppHost\eShop.AppHost.csproj                                                                                           | XML                |         28 |          0 |          5 |         33 |
| d:\workshops\eShop\src\eShop.ServiceDefaults\AuthenticationExtensions.cs                                                                            | C#                 |         35 |          9 |         13 |         57 |
| d:\workshops\eShop\src\eShop.ServiceDefaults\ClaimsPrincipalExtensions.cs                                                                           | C#                 |          9 |          0 |          4 |         13 |
| d:\workshops\eShop\src\eShop.ServiceDefaults\ConfigurationExtensions.cs                                                                             | C#                 |          6 |          0 |          2 |          8 |
| d:\workshops\eShop\src\eShop.ServiceDefaults\Extensions.cs                                                                                          | C#                 |         89 |         17 |         24 |        130 |
| d:\workshops\eShop\src\eShop.ServiceDefaults\HttpClientExtensions.cs                                                                                | C#                 |         40 |          0 |         13 |         53 |
| d:\workshops\eShop\src\eShop.ServiceDefaults\OpenApi.Extensions.cs                                                                                  | C#                 |         62 |          3 |         13 |         78 |
| d:\workshops\eShop\src\eShop.ServiceDefaults\OpenApiOptionsExtensions.cs                                                                            | C#                 |        180 |          2 |         26 |        208 |
| d:\workshops\eShop\src\eShop.ServiceDefaults\eShop.ServiceDefaults.csproj                                                                           | XML                |         24 |          0 |          4 |         28 |
| d:\workshops\eShop\tests\Basket.UnitTests\Basket.UnitTests.csproj                                                                                   | XML                |         21 |          0 |          5 |         26 |
| d:\workshops\eShop\tests\Basket.UnitTests\BasketServiceTests.cs                                                                                     | C#                 |         53 |          0 |         12 |         65 |
| d:\workshops\eShop\tests\Basket.UnitTests\GlobalUsings.cs                                                                                           | C#                 |          9 |          0 |          2 |         11 |
| d:\workshops\eShop\tests\Basket.UnitTests\Helpers\TestServerCallContext.cs                                                                          | C#                 |         50 |          0 |         12 |         62 |
| d:\workshops\eShop\tests\Catalog.FunctionalTests\Catalog.FunctionalTests.csproj                                                                     | XML                |         18 |          0 |          5 |         23 |
| d:\workshops\eShop\tests\Catalog.FunctionalTests\CatalogApiFixture.cs                                                                               | C#                 |         49 |          0 |         10 |         59 |
| d:\workshops\eShop\tests\Catalog.FunctionalTests\CatalogApiTests.cs                                                                                 | C#                 |        307 |         47 |         70 |        424 |
| d:\workshops\eShop\tests\Catalog.FunctionalTests\GlobalUsings.cs                                                                                    | C#                 |         10 |          0 |          1 |         11 |
| d:\workshops\eShop\tests\ClientApp.UnitTests\ClientApp.UnitTests.csproj                                                                             | XML                |         19 |          0 |          6 |         25 |
| d:\workshops\eShop\tests\ClientApp.UnitTests\GlobalUsings.cs                                                                                        | C#                 |          9 |          0 |          2 |         11 |
| d:\workshops\eShop\tests\ClientApp.UnitTests\Mocks\MockDialogService.cs                                                                             | C#                 |          8 |          0 |          3 |         11 |
| d:\workshops\eShop\tests\ClientApp.UnitTests\Mocks\MockNavigationService.cs                                                                         | C#                 |         16 |          0 |          5 |         21 |
| d:\workshops\eShop\tests\ClientApp.UnitTests\Mocks\MockSettingsService.cs                                                                           | C#                 |        161 |          0 |         32 |        193 |
| d:\workshops\eShop\tests\ClientApp.UnitTests\Mocks\MockViewModel.cs                                                                                 | C#                 |         22 |          0 |          7 |         29 |
| d:\workshops\eShop\tests\ClientApp.UnitTests\Services\BasketServiceTests.cs                                                                         | C#                 |         12 |          0 |          2 |         14 |
